,ID,Gender,Age,Country,Registered,Artist_ID,Artist,Plays
0,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",0743b15a-3c32-48c8-ad58-cb325350befa,blink-182,52
1,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",b267ca80-034e-4dc1-9ed4-ec45f1fed41d,good charlotte,46
2,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",f2eef649-a6d5-4114-afba-e50ab26254d2,sum 41,38
3,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",516cef4d-0718-4007-9939-f9b38af3f784,fall out boy,37
4,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",6acb932e-840d-47ac-8e0d-725ad8a6e52c,new found glory,37
5,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",69421e11-e4c3-4854-951b-ceab4972e38e,alkaline trio,35
6,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",3b221a54-54b9-435c-a7f3-5cf8e2ce9fb2,mxpx,33
7,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,32
8,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",67f66c07-6e61-4026-ade5-7e782fad3a5d,foo fighters,31
9,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",09885b8e-f235-4b80-a02a-055539493173,the all-american rejects,31
10,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",57805d77-f947-4851-b7fb-78baad154451,the ataris,30
11,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",05071a7e-e71c-4306-a509-591cd3686893,angels & airwaves,28
12,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",bcb95908-5c6e-453a-97fc-d69003d250ff,bowling for soup,28
13,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",bbc5b66b-d037-4f26-aecf-0b129e7f876a,jimmy eat world,27
14,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",6ffb8ea9-2370-44d8-b678-e9237bbd347b,kings of leon,27
15,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",69158f97-4c07-4c4e-baf8-4e4ab1ed666e,boards of canada,26
16,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",23a03e33-a603-404e-bcbf-2c00159d7067,the offspring,26
17,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,u2,26
18,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",62162215-b023-4f0e-84bd-1e9412d5b32c,all time low,25
19,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,24
20,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",410c9baf-5469-44f6-9852-826524b80c61,autechre,23
21,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",1cae523b-fbf3-4312-a5c9-e569a6d4bd74,box car racer,23
22,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,23
23,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",9701356d-08d9-45ba-975d-977ab466e7be,the starting line,23
24,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",c296e10c-110a-4103-9e77-47bfebb7fb2e,bob marley & the wailers,21
25,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",e4a135d0-1948-4620-bc07-b0217d09ccc1,screeching weasel,21
26,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",651a5df3-ef1d-47c2-97df-6fc2637e9c48,allister,20
27,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",f22942a1-6f70-4f48-866e-238cb2308fbd,aphex twin,20
28,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",9e302028-e8aa-49de-8ac6-6e055f3c3600,chris clark,20
29,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",cec8cd6a-e3e6-464d-a3e1-ed4ab9953c9a,fenix tx,20
30,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",87225a21-c925-41cd-852f-be4b052d0824,afx,19
31,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",071cb80d-a198-4f88-b41e-f4dd9a65ec80,kettel,19
32,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",ef6e2e49-aa93-41bd-89b0-8c7d2f260a83,lostprophets,19
33,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",39ab1aed-75e0-4140-bd47-540276886b60,oasis,19
34,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",fc61dd75-880b-44ba-9ba9-c7b643d33413,prefuse 73,19
35,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",606bf117-494f-4864-891f-09d63ff6aa4b,rise against,19
36,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",593f8594-83ad-4df4-a9b8-e4d225f55440,saves the day,19
37,005c0e40de5d9376831bcd6d8e3b066459606d6b,m,23.0,Russian Federation,"Dec 27, 2008",4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,squarepusher,19
