,ID,Gender,Age,Country,Registered,Artist_ID,Artist,Plays
0,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",66da25f9-1534-4dd1-b88c-718bc24e1ccd,guano apes,43
1,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",92ff6a4e-7070-4ddc-a62f-da9833aa236a,coronatus,28
2,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",5efcee2f-faa1-4906-9275-d6ec9366320b,32crash,26
3,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",90b18d97-718b-4a95-982d-b14019d084c0,polarkreis 18,25
4,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",36e348fe-0cbc-4343-8fa5-b91e727ce94f,eisbrecher,20
5,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",c1b620ee-6540-42ba-90df-f0740d42cbbf,rosenstolz,20
6,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",c2ca1f41-70b7-4512-9b53-2b32ff613f7a,the eternal afflict feat. qntal,19
7,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",8de149a4-bbdc-4d15-aeea-0d66773c9f80,asp,17
8,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",abe1815a-f4cf-4c81-8e88-29543337e3e0,eisenfunk,16
9,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",c3da3346-2643-48a7-93cd-011f6834b3d7,sean paul,15
10,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",ac865b2e-bba8-4f5a-8756-dd40d5e39f46,koЯn,14
11,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",c72c1c3d-bf05-457f-a9f7-a642bae6ca91,de/vision,13
12,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",be3ff16b-f115-445f-97a4-29e28f80be05,schallfaktor,13
13,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",b3a70929-32bc-4ace-994f-434b26ce96fe,böhse onkelz,12
14,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",9abd3313-5e1c-4212-92ff-19820d6011cb,kirlian camera,10
15,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",7177fefd-be55-4076-a10b-37fab913855e,client,8
16,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",8044daa4-77d3-4971-a04f-b2eecc4e5f7c,faderhead,7
17,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",7f74bf11-d450-4b85-b11d-4ca4131eedd5,das ich,6
18,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",2bfe4c84-c223-4671-a67b-a7d40fef20a3,ashbury heights,5
19,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",1626de1a-509a-413f-82de-a362a2fd14a3,assemblage 23,5
20,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",28078a34-2f82-42e0-b68e-98ee5f814fc5,deine lakaien,5
21,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",8286542d-02c2-4393-b3ee-db57baa880ed,destroid,5
22,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",6dfa03fb-8b02-4055-b7cc-e48f426b13f8,unheilig,5
23,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",979ce33b-4d8e-4e44-8c7e-f9d3054f4386,absurd minds,4
24,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",fb9633d1-f5b6-46be-9ee5-566ffecf9b1f,andreas gross,4
25,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",63e618e3-5b57-4162-9079-e501e9c2face,elane,4
26,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",db4aa955-e931-4806-aa03-32b8d4e2f8b5,illuminate,4
27,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",45074d7c-5307-44a8-854f-ae072e1622ae,kmfdm,4
28,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",f59c5520-5f46-4d2c-b2c4-822eabf53419,linkin park,4
29,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",797bcf41-0e02-431d-ab99-020e1cb3d0fd,rotersand,4
30,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",0d1a6b7b-da84-44bc-ae44-3690a7425b03,stoa,4
31,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",391cff40-5df5-4db4-9faf-88fca9e53aca,untoten,4
32,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",f04cc80e-0f59-45b8-aaf4-ac81035644e9,and one,3
33,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",98ed42ad-aafa-46a8-899b-150fa237133a,apoptygma berzerk,3
34,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",9550ade7-c215-40c3-82a8-52c7f6cbf982,blitzkid,3
35,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",0dc6a8e4-30d5-43a3-b3d2-98bdd8c43362,colony 5,3
36,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",879a449d-506a-422c-9fb8-8af01d3d04ae,covenant,3
37,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",537446b8-4d4a-4055-b136-f2fb1a1717bc,evils toy,3
38,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",a358653f-ecde-4182-b493-33da2b10fd59,fixmer/mccarthy,3
39,0027bdefcde28fe58e126906c08c58d843b77c69,m,36.0,Germany,"Jan 27, 2009",f99eac6f-8b24-42a7-87c8-f432a927a9cd,implant,3
