,ID,Gender,Age,Country,Registered,Artist_ID,Artist,Plays
0,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",584c04d2-4acc-491b-8a0a-e63133f4bfc4,yeah yeah yeahs,2841
1,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",a74b1b7f-71a5-4011-9441-d0b5e4122711,radiohead,1437
2,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",d8354b38-e942-4c89-ba93-29323432abc3,30 seconds to mars,1333
3,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",334bd887-9044-4c38-aebd-4baab851efb4,the dead weather,1145
4,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",11ae9fbb-f3d7-4a47-936f-4c0a04d3b3b5,the white stripes,1116
5,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",b9472588-93f3-4922-a1a2-74082cdf9ce8,panic at the disco,908
6,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,amy winehouse,887
7,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",b23e8a63-8f47-4882-b55b-df2c92ef400e,interpol,840
8,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",05071a7e-e71c-4306-a509-591cd3686893,angels & airwaves,825
9,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",9c9f1380-2516-4fc9-a3e6-f9f61941d090,muse,803
10,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",55821c25-bd47-4f67-baf8-17ccd2cf1c86,no age,778
11,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",c55c751c-70d1-4826-88b2-f74b3551464b,tiny masters of today,775
12,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,arctic monkeys,761
13,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",2008d65c-31ee-4382-8960-5188523568d5,japandroids,724
14,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",8262d8e4-9137-4bb3-a787-3caabbbc13e9,the used,698
15,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",96cf8760-18ee-443e-b950-4a219e55e443,veto,623
16,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",95e1ead9-4d31-4808-a7ac-32c3614c116b,the killers,569
17,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",ef656595-bbe8-4386-8953-be8df9f54472,friendly fires,519
18,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",a66999a7-ae5c-460e-ba94-1a01143ae847,snow patrol,444
19,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",8c538f11-c141-4588-8ecb-931083524186,bloc party,443
20,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",606bf117-494f-4864-891f-09d63ff6aa4b,rise against,432
21,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",c485632c-b784-4ee9-8ea1-c5fb365681fc,mgmt,421
22,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",b7ffd2af-418f-4be2-bdd1-22f8b48613da,nine inch nails,421
23,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",61aaaf38-2bfe-4cf2-b471-907c6d5a14e3,hateen,419
24,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",c33c2065-b1c3-4406-b066-d33a9e2ea71a,onerepublic,413
25,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",6acb932e-840d-47ac-8e0d-725ad8a6e52c,new found glory,403
26,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",5cc03b39-9b7d-43d6-a1d9-321c2e3aec50,dead fish,398
27,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,sixpence none the richer,384
28,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",32a83250-7e26-422d-b9ac-f4564343e9ce,peter bjorn and john,378
29,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,the kooks,369
30,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",0acae232-d31a-4211-b6d0-6af1b6350274,thursday,364
31,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",6fe07aa5-fec0-4eca-a456-f29bff451b04,weezer,358
32,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",28537bf2-22c5-4840-91fc-fcb98e8c7379,matt & kim,352
33,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",52074ba6-e495-4ef3-9bb4-0703888a9f68,arcade fire,337
34,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",444f2191-8841-440e-bbc1-6fd564893946,justice,328
35,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",61dd30be-8e7b-4c85-9aa4-be66702c4644,japanther,325
36,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",c7020c6d-cae9-4db3-92a7-e5c561cbad50,keane,325
37,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",cc197bad-dc9c-440d-a5b5-d52ba2e14234,coldplay,319
38,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",0743b15a-3c32-48c8-ad58-cb325350befa,blink-182,308
39,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",6ffb8ea9-2370-44d8-b678-e9237bbd347b,kings of leon,306
40,00035a0368fd249d286f683e816fbdc97cbfa7d9,m,22.0,United Kingdom,"Mar 27, 2007",746737be-e792-42bb-b18c-fb46d7935d7a,finch,296
