,ID,Artist,Plays,Percent,Info,Genres,most_common_genre,Gender,Age,Country,Registered
0,0272e0eb39ee745c740c31003701c90481f1faab,die Ärzte,1033,0.1248640154720174,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0cbL6CYnRqpAxf1evwUVQD'}, 'followers': {'href': None, 'total': 590266}, 'genres': ['german alternative rock', 'german pop', 'german punk', 'german rock'], 'href': 'https://api.spotify.com/v1/artists/0cbL6CYnRqpAxf1evwUVQD', 'id': '0cbL6CYnRqpAxf1evwUVQD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/cc43715a178e45a12877e7db8f20a430326c6307', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/23af4b2d28d7015ed7271e462c4fc6f066368b03', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d50ad558cc47f0695f0285642d29e1d73d38d778', 'width': 160}], 'name': 'Die Ärzte', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:0cbL6CYnRqpAxf1evwUVQD'}","['german alternative rock', 'german pop', 'german punk', 'german rock']",german rock,f,17.0,Germany,"Apr 26, 2009"
1,0272e0eb39ee745c740c31003701c90481f1faab,red hot chili peppers,36,0.004351504895443007,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5'}, 'followers': {'href': None, 'total': 15833481}, 'genres': ['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5', 'id': '0L8ExT028jH3ddEcZwqJJ5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/89bc3c14aa2b4f250033ffcf5f322b2a553d9331', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7251ac7f3c0262cfcfad32e214deda639a2b4b46', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8def8c4db6061deb04daca08e43bcde57181ec8b', 'width': 160}], 'name': 'Red Hot Chili Peppers', 'popularity': 86, 'type': 'artist', 'uri': 'spotify:artist:0L8ExT028jH3ddEcZwqJJ5'}","['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,f,17.0,Germany,"Apr 26, 2009"
2,0272e0eb39ee745c740c31003701c90481f1faab,jack johnson,79,0.009549135742777711,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3GBPw9NK25X1Wt2OUvOwY3'}, 'followers': {'href': None, 'total': 3129009}, 'genres': ['neo mellow'], 'href': 'https://api.spotify.com/v1/artists/3GBPw9NK25X1Wt2OUvOwY3', 'id': '3GBPw9NK25X1Wt2OUvOwY3', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/71f76e2a7c52cabc26ed9af7acc664724d5e0023', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/18233e3307d5f8559f3ce72e71f4497b8d336b63', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1167d2ed944ec63bcd986515518e774ea15ceb63', 'width': 160}], 'name': 'Jack Johnson', 'popularity': 80, 'type': 'artist', 'uri': 'spotify:artist:3GBPw9NK25X1Wt2OUvOwY3'}",['neo mellow'],neo mellow,f,17.0,Germany,"Apr 26, 2009"
3,0272e0eb39ee745c740c31003701c90481f1faab,the killers,465,0.05620693823280551,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0C0XlULifJtAgn6ZNCW2eu'}, 'followers': {'href': None, 'total': 5953385}, 'genres': ['dance rock', 'modern rock', 'permanent wave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/0C0XlULifJtAgn6ZNCW2eu', 'id': '0C0XlULifJtAgn6ZNCW2eu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/c85f1ea9f92dc0cc43965a0c727c4a1cdd1c2540', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ed9a0918a792c5af1ca3461f40670016a0c8f854', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/fb8fcdac51e0b606124f2d5005107c3466cbc5ad', 'width': 160}], 'name': 'The Killers', 'popularity': 81, 'type': 'artist', 'uri': 'spotify:artist:0C0XlULifJtAgn6ZNCW2eu'}","['dance rock', 'modern rock', 'permanent wave', 'rock']",rock,f,17.0,Germany,"Apr 26, 2009"
4,0272e0eb39ee745c740c31003701c90481f1faab,the bosshoss,71,0.008582134654901487,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1sICjVlCMOCah0snHXWUz0'}, 'followers': {'href': None, 'total': 215557}, 'genres': ['comic', 'german country', 'german pop', 'german rock'], 'href': 'https://api.spotify.com/v1/artists/1sICjVlCMOCah0snHXWUz0', 'id': '1sICjVlCMOCah0snHXWUz0', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/43d5efb6b9e96dff5f08491ffb80808fbe9f421e', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/92c6e1aaa408fde81f325c428dbb75eda2931f9d', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7d61bd3ba5f9831bf6fdec9652cc9e9004c97eec', 'width': 160}], 'name': 'The BossHoss', 'popularity': 60, 'type': 'artist', 'uri': 'spotify:artist:1sICjVlCMOCah0snHXWUz0'}","['comic', 'german country', 'german pop', 'german rock']",german rock,f,17.0,Germany,"Apr 26, 2009"
5,0272e0eb39ee745c740c31003701c90481f1faab,arctic monkeys,292,0.03529553970748217,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7Ln80lUS6He07XvHI8qqHH'}, 'followers': {'href': None, 'total': 11530683}, 'genres': ['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie'], 'href': 'https://api.spotify.com/v1/artists/7Ln80lUS6He07XvHI8qqHH', 'id': '7Ln80lUS6He07XvHI8qqHH', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ed0552e9746ed2bbf04ae4bcb5525700ca31522d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/b435e99aa7f1e27db56b6a4dc9df85e5636b22d6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/73c4e49abed008fe0c5e4f1437b8b486c7670ecd', 'width': 160}], 'name': 'Arctic Monkeys', 'popularity': 88, 'type': 'artist', 'uri': 'spotify:artist:7Ln80lUS6He07XvHI8qqHH'}","['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",rock,f,17.0,Germany,"Apr 26, 2009"
6,0272e0eb39ee745c740c31003701c90481f1faab,the libertines,39,0.004714130303396591,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4fSPtBgFPZzygkY6MehwQ7'}, 'followers': {'href': None, 'total': 693207}, 'genres': ['alternative rock', 'britpop', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern rock', 'new rave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/4fSPtBgFPZzygkY6MehwQ7', 'id': '4fSPtBgFPZzygkY6MehwQ7', 'images': [{'height': 200, 'url': 'https://i.scdn.co/image/49ebae38f5e83eac3165bdc38f9ca560743f0ec2', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/481e5f20520c6f49971bd54abba29cff863139db', 'width': 64}], 'name': 'The Libertines', 'popularity': 61, 'type': 'artist', 'uri': 'spotify:artist:4fSPtBgFPZzygkY6MehwQ7'}","['alternative rock', 'britpop', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern rock', 'new rave', 'rock']",rock,f,17.0,Germany,"Apr 26, 2009"
7,0272e0eb39ee745c740c31003701c90481f1faab,coldplay,209,0.02526290342076635,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU'}, 'followers': {'href': None, 'total': 29822443}, 'genres': ['permanent wave', 'pop'], 'href': 'https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU', 'id': '4gzpq5DPGxSnKTe4SA8HAU', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/4ffd6710617d289699cc0df60cf975e316025119', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6397b6a29c8d9081412e09feb53600f8c9a18313', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/73a21de115738931d6c7760408ed367812b55ccd', 'width': 160}], 'name': 'Coldplay', 'popularity': 89, 'type': 'artist', 'uri': 'spotify:artist:4gzpq5DPGxSnKTe4SA8HAU'}","['permanent wave', 'pop']",pop,f,17.0,Germany,"Apr 26, 2009"
8,0272e0eb39ee745c740c31003701c90481f1faab,the wombats,134,0.01619726822192675,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Ya43ZKWHTKkAbkoJJkwIB'}, 'followers': {'href': None, 'total': 889080}, 'genres': ['indie rock', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/0Ya43ZKWHTKkAbkoJJkwIB', 'id': '0Ya43ZKWHTKkAbkoJJkwIB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/3af4e33f9deb107f9b2768ddd43def679ce74813', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/eedb5ba189800eb6cfdfaf659be9c0ce190db3e5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/e3fb112d4a4a483a694550788eff124deac4c224', 'width': 160}], 'name': 'The Wombats', 'popularity': 72, 'type': 'artist', 'uri': 'spotify:artist:0Ya43ZKWHTKkAbkoJJkwIB'}","['indie rock', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",rock,f,17.0,Germany,"Apr 26, 2009"
9,0272e0eb39ee745c740c31003701c90481f1faab,death cab for cutie,196,0.023691526652967483,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0YrtvWJMgSdVrk3SfNjTbx'}, 'followers': {'href': None, 'total': 1274923}, 'genres': ['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie'], 'href': 'https://api.spotify.com/v1/artists/0YrtvWJMgSdVrk3SfNjTbx', 'id': '0YrtvWJMgSdVrk3SfNjTbx', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/af67ff009703042c371c8b2759ac1c0a9686d9a9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/6b44348b3a5828eb6815d2030e2229fd6ab84f2b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/11f4147411e2a1a30160ed6f65f86f89e96deefa', 'width': 160}], 'name': 'Death Cab for Cutie', 'popularity': 70, 'type': 'artist', 'uri': 'spotify:artist:0YrtvWJMgSdVrk3SfNjTbx'}","['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",pop rock,f,17.0,Germany,"Apr 26, 2009"
