,ID,Artist,Plays,Percent,Info,Genres,most_common_genre,Gender,Age,Country,Registered
0,3c0e2aff637ecd919560c5f26b203902f20adfe0,die Ärzte,116,0.026728110599078342,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0cbL6CYnRqpAxf1evwUVQD'}, 'followers': {'href': None, 'total': 590266}, 'genres': ['german alternative rock', 'german pop', 'german punk', 'german rock'], 'href': 'https://api.spotify.com/v1/artists/0cbL6CYnRqpAxf1evwUVQD', 'id': '0cbL6CYnRqpAxf1evwUVQD', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/cc43715a178e45a12877e7db8f20a430326c6307', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/23af4b2d28d7015ed7271e462c4fc6f066368b03', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d50ad558cc47f0695f0285642d29e1d73d38d778', 'width': 160}], 'name': 'Die Ärzte', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:0cbL6CYnRqpAxf1evwUVQD'}","['german alternative rock', 'german pop', 'german punk', 'german rock']",german rock,m,,Germany,"Aug 31, 2006"
1,3c0e2aff637ecd919560c5f26b203902f20adfe0,tool,117,0.02695852534562212,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2yEwvVSSSUkcLeSTNyHKh8'}, 'followers': {'href': None, 'total': 1995791}, 'genres': ['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/2yEwvVSSSUkcLeSTNyHKh8', 'id': '2yEwvVSSSUkcLeSTNyHKh8', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/c23701238e46876969ea3b694e9b42b8db133b91', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/92203c0bb48f7f745fb71e7cbfab847dacdebe9e', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ae6df085e0b92414ec2072a1835523a6fedd00c1', 'width': 160}], 'name': 'TOOL', 'popularity': 74, 'type': 'artist', 'uri': 'spotify:artist:2yEwvVSSSUkcLeSTNyHKh8'}","['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",rock,m,,Germany,"Aug 31, 2006"
2,3c0e2aff637ecd919560c5f26b203902f20adfe0,portishead,159,0.03663594470046083,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6liAMWkVf5LH7YR9yfFy1Y'}, 'followers': {'href': None, 'total': 1385211}, 'genres': ['electronica', 'laboratorio', 'trip hop'], 'href': 'https://api.spotify.com/v1/artists/6liAMWkVf5LH7YR9yfFy1Y', 'id': '6liAMWkVf5LH7YR9yfFy1Y', 'images': [{'height': 680, 'url': 'https://i.scdn.co/image/05d3721739aee511a898081ab140daa7890a0120', 'width': 1000}, {'height': 435, 'url': 'https://i.scdn.co/image/27802710b01453435de93d71bab2c9988a841ace', 'width': 640}, {'height': 136, 'url': 'https://i.scdn.co/image/333ac38e3c8ab5fcdc238cc46535a4abb802eccc', 'width': 200}, {'height': 44, 'url': 'https://i.scdn.co/image/10052054c06626f6a900e687b20886e462f75568', 'width': 64}], 'name': 'Portishead', 'popularity': 65, 'type': 'artist', 'uri': 'spotify:artist:6liAMWkVf5LH7YR9yfFy1Y'}","['electronica', 'laboratorio', 'trip hop']",electronica,m,,Germany,"Aug 31, 2006"
3,3c0e2aff637ecd919560c5f26b203902f20adfe0,placebo,58,0.013364055299539171,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6RZUqkomCmb8zCRqc9eznB'}, 'followers': {'href': None, 'total': 1417940}, 'genres': ['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/6RZUqkomCmb8zCRqc9eznB', 'id': '6RZUqkomCmb8zCRqc9eznB', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/a4734e2013188e90ace93d208b0d916e59040a1c', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/3b0a2fa5a39b6b08dc9aac023364e5ddd5064392', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/d18d2568ce8c1e3018bb41a4df4dd340492c234b', 'width': 160}], 'name': 'Placebo', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:6RZUqkomCmb8zCRqc9eznB'}","['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']",rock,m,,Germany,"Aug 31, 2006"
4,3c0e2aff637ecd919560c5f26b203902f20adfe0,depeche mode,112,0.025806451612903226,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX'}, 'followers': {'href': None, 'total': 3823108}, 'genres': ['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop'], 'href': 'https://api.spotify.com/v1/artists/762310PdDnwsDxAQxzQkfX', 'id': '762310PdDnwsDxAQxzQkfX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ce06360d3762def7812fc5137e4e79c1467858bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b46a67a3085884321512a7a759b78c54ddb2bb31', 'width': 160}], 'name': 'Depeche Mode', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:762310PdDnwsDxAQxzQkfX'}","['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",new wave,m,,Germany,"Aug 31, 2006"
5,3c0e2aff637ecd919560c5f26b203902f20adfe0,marilyn manson,222,0.05115207373271889,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/2VYQTNDsvvKN9wmU5W7xpj'}, 'followers': {'href': None, 'total': 3234576}, 'genres': ['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling'], 'href': 'https://api.spotify.com/v1/artists/2VYQTNDsvvKN9wmU5W7xpj', 'id': '2VYQTNDsvvKN9wmU5W7xpj', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/0691d8f48b1f673c98d577b335eaea8c06ad1446', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/dbdf37025ba634cb592cd0aca2570d038164ccf7', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/c99b9ab829cc3169540b3379006a49a5efebd467', 'width': 160}], 'name': 'Marilyn Manson', 'popularity': 74, 'type': 'artist', 'uri': 'spotify:artist:2VYQTNDsvvKN9wmU5W7xpj'}","['alternative metal', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'wrestling']",alternative metal,m,,Germany,"Aug 31, 2006"
6,3c0e2aff637ecd919560c5f26b203902f20adfe0,daft punk,72,0.016589861751152075,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4tZwfgrHOc3mvqYlEYSvVi'}, 'followers': {'href': None, 'total': 7672513}, 'genres': ['electro', 'filter house'], 'href': 'https://api.spotify.com/v1/artists/4tZwfgrHOc3mvqYlEYSvVi', 'id': '4tZwfgrHOc3mvqYlEYSvVi', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/b8aaf4b179bb0a52f29a810fdb0f9d5c16ec2c75', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/8e189c820ba32ffd332393eb60cb1def63bed070', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/70bedd072be9725a0b05e07e3338959e826e7dd7', 'width': 160}], 'name': 'Daft Punk', 'popularity': 86, 'type': 'artist', 'uri': 'spotify:artist:4tZwfgrHOc3mvqYlEYSvVi'}","['electro', 'filter house']",electro,m,,Germany,"Aug 31, 2006"
7,3c0e2aff637ecd919560c5f26b203902f20adfe0,lÂme immortelle,80,0.018433179723502304,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/4dEqf0FkWEHRApOeLy3Dgq'}, 'followers': {'href': None, 'total': 36640}, 'genres': ['dark wave', 'ebm', 'gothic symphonic metal', 'neue deutsche todeskunst'], 'href': 'https://api.spotify.com/v1/artists/4dEqf0FkWEHRApOeLy3Dgq', 'id': '4dEqf0FkWEHRApOeLy3Dgq', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/4653700110c32775124f8658eac8297693ef94e0', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/55148ca6b6acb3d804dc96db04889d885e01ef12', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/5c9ff758f1997dc4edd2baab3d62ae186f5c832a', 'width': 160}], 'name': ""L'âme Immortelle"", 'popularity': 35, 'type': 'artist', 'uri': 'spotify:artist:4dEqf0FkWEHRApOeLy3Dgq'}","['dark wave', 'ebm', 'gothic symphonic metal', 'neue deutsche todeskunst']",ebm,m,,Germany,"Aug 31, 2006"
8,3c0e2aff637ecd919560c5f26b203902f20adfe0,cake,160,0.03686635944700461,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6A43Djmhbe9100UwnI7epV'}, 'followers': {'href': None, 'total': 846728}, 'genres': ['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie'], 'href': 'https://api.spotify.com/v1/artists/6A43Djmhbe9100UwnI7epV', 'id': '6A43Djmhbe9100UwnI7epV', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/48e3b385ab47322fde0605edcb59101efeff91c9', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/4f0adafec733359a23d2f51416b3f86f15c20532', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/1dac9f82d940e5f9f471ed6a55c990bb49367d29', 'width': 160}], 'name': 'Cake', 'popularity': 67, 'type': 'artist', 'uri': 'spotify:artist:6A43Djmhbe9100UwnI7epV'}","['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']",rock,m,,Germany,"Aug 31, 2006"
9,3c0e2aff637ecd919560c5f26b203902f20adfe0,diary of dreams,97,0.022350230414746545,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tg5jMp8FFjVqjgoxuEbSR'}, 'followers': {'href': None, 'total': 52195}, 'genres': ['dark wave', 'ebm', 'electro-industrial', 'ethereal wave', 'german alternative rock', 'neoclassical darkwave', 'neue deutsche todeskunst'], 'href': 'https://api.spotify.com/v1/artists/1tg5jMp8FFjVqjgoxuEbSR', 'id': '1tg5jMp8FFjVqjgoxuEbSR', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/d1541238b711b8ca7aca439320aea22abc1e1468', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a217db76ecc61620d416876eec41e84702375984', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/bb566a35dfb237d265b2a591e50fe9777da84ff6', 'width': 160}], 'name': 'Diary Of Dreams', 'popularity': 42, 'type': 'artist', 'uri': 'spotify:artist:1tg5jMp8FFjVqjgoxuEbSR'}","['dark wave', 'ebm', 'electro-industrial', 'ethereal wave', 'german alternative rock', 'neoclassical darkwave', 'neue deutsche todeskunst']",electro-industrial,m,,Germany,"Aug 31, 2006"
