,ID,Artist,Plays,Percent,Info,Genres,most_common_genre,Gender,Age,Country,Registered
0,004a3a3d91d0890a3b25db93a6d10679701a552c,red hot chili peppers,13,0.008547008547008548,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/0L8ExT028jH3ddEcZwqJJ5'}, 'followers': {'href': None, 'total': 15833481}, 'genres': ['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock'], 'href': 'https://api.spotify.com/v1/artists/0L8ExT028jH3ddEcZwqJJ5', 'id': '0L8ExT028jH3ddEcZwqJJ5', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/89bc3c14aa2b4f250033ffcf5f322b2a553d9331', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/7251ac7f3c0262cfcfad32e214deda639a2b4b46', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/8def8c4db6061deb04daca08e43bcde57181ec8b', 'width': 160}], 'name': 'Red Hot Chili Peppers', 'popularity': 86, 'type': 'artist', 'uri': 'spotify:artist:0L8ExT028jH3ddEcZwqJJ5'}","['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,,19.0,Russian Federation,"May 25, 2008"
1,004a3a3d91d0890a3b25db93a6d10679701a552c,the rolling stones,48,0.03155818540433925,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/22bE4uQ6baNwSHPVcDxLCe'}, 'followers': {'href': None, 'total': 10085628}, 'genres': ['british invasion', 'classic rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/22bE4uQ6baNwSHPVcDxLCe', 'id': '22bE4uQ6baNwSHPVcDxLCe', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/85d9cb252ab4d8410d31820be40214c59f2597a1', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/a4c446c1c5beec7ba12861f04cb45490f8addf18', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/2127bd7c41bfbdb62fe17ebe03a144621545332a', 'width': 160}], 'name': 'The Rolling Stones', 'popularity': 83, 'type': 'artist', 'uri': 'spotify:artist:22bE4uQ6baNwSHPVcDxLCe'}","['british invasion', 'classic rock', 'rock']",rock,,19.0,Russian Federation,"May 25, 2008"
2,004a3a3d91d0890a3b25db93a6d10679701a552c,massive attack,26,0.017094017094017096,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/6FXMGgJwohJLUSr5nVlf9X'}, 'followers': {'href': None, 'total': 1662314}, 'genres': ['downtempo', 'electronica', 'trip hop'], 'href': 'https://api.spotify.com/v1/artists/6FXMGgJwohJLUSr5nVlf9X', 'id': '6FXMGgJwohJLUSr5nVlf9X', 'images': [{'height': 1335, 'url': 'https://i.scdn.co/image/c8bbeedb05f38ae5cb982a7daf4bf7129cca892c', 'width': 1000}, {'height': 855, 'url': 'https://i.scdn.co/image/52c2a824e84f4e8adf0b12418f9f8306b4b5b77a', 'width': 640}, {'height': 267, 'url': 'https://i.scdn.co/image/0d6b7677f8291c5158bdace8a6e027880c527c2a', 'width': 200}, {'height': 85, 'url': 'https://i.scdn.co/image/c055290bb6e97a589d8ca659cd452a8e9831c2c4', 'width': 64}], 'name': 'Massive Attack', 'popularity': 69, 'type': 'artist', 'uri': 'spotify:artist:6FXMGgJwohJLUSr5nVlf9X'}","['downtempo', 'electronica', 'trip hop']",electronica,,19.0,Russian Federation,"May 25, 2008"
3,004a3a3d91d0890a3b25db93a6d10679701a552c,snow patrol,18,0.011834319526627219,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3rIZMv9rysU7JkLzEaC5Jp'}, 'followers': {'href': None, 'total': 2233788}, 'genres': ['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3rIZMv9rysU7JkLzEaC5Jp', 'id': '3rIZMv9rysU7JkLzEaC5Jp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/9efec97c21ff998d874b96116bf4315975a8b42a', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/aed6e40a6e9ba547af2482bad0de46b160f06859', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/df9e248d1b28f747a7b6242fda732a4e36383509', 'width': 160}], 'name': 'Snow Patrol', 'popularity': 73, 'type': 'artist', 'uri': 'spotify:artist:3rIZMv9rysU7JkLzEaC5Jp'}","['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",rock,,19.0,Russian Federation,"May 25, 2008"
4,004a3a3d91d0890a3b25db93a6d10679701a552c,guns n' roses,37,0.024326101249178174,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3qm84nBOXUEQ2vnTfUTTFC'}, 'followers': {'href': None, 'total': 20273523}, 'genres': ['glam metal', 'hard rock', 'rock'], 'href': 'https://api.spotify.com/v1/artists/3qm84nBOXUEQ2vnTfUTTFC', 'id': '3qm84nBOXUEQ2vnTfUTTFC', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/80920b4fc80b6d970e2934eb8abe27014fc60632', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/18a0c85501ed5b614510a194bb238ac323dcc5a4', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/7fad9d837d4132de0008da41b98ce3fc29433d7e', 'width': 160}], 'name': ""Guns N' Roses"", 'popularity': 83, 'type': 'artist', 'uri': 'spotify:artist:3qm84nBOXUEQ2vnTfUTTFC'}","['glam metal', 'hard rock', 'rock']",rock,,19.0,Russian Federation,"May 25, 2008"
5,004a3a3d91d0890a3b25db93a6d10679701a552c,scorpions,78,0.05128205128205128,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/27T030eWyCQRmDyuvr1kxY'}, 'followers': {'href': None, 'total': 4382057}, 'genres': ['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock'], 'href': 'https://api.spotify.com/v1/artists/27T030eWyCQRmDyuvr1kxY', 'id': '27T030eWyCQRmDyuvr1kxY', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/2f123bb26564d8a4cc63bc396a094cc4a74dc782', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/e8604ff6b9dc2fa390b807ee208b4544bda31a99', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/85a4df978f747b469d11e36be42c577130c4ff0e', 'width': 160}], 'name': 'Scorpions', 'popularity': 76, 'type': 'artist', 'uri': 'spotify:artist:27T030eWyCQRmDyuvr1kxY'}","['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']",rock,,19.0,Russian Federation,"May 25, 2008"
6,004a3a3d91d0890a3b25db93a6d10679701a552c,a-ha,35,0.023011176857330704,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/77tT1kLj6mCWtFNqiOmP9H'}, 'followers': {'href': None, 'total': 1463660}, 'genres': ['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock'], 'href': 'https://api.spotify.com/v1/artists/77tT1kLj6mCWtFNqiOmP9H', 'id': '77tT1kLj6mCWtFNqiOmP9H', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/7e0f30ed48271d45dc6b809862804af03908cd34', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/0bcf343e3f50a05ff03aa9c0c37065751124d326', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/3a4dcf818d1edcdb133c92af31a696ddeef17f89', 'width': 160}], 'name': 'Daryl Hall & John Oates', 'popularity': 76, 'type': 'artist', 'uri': 'spotify:artist:77tT1kLj6mCWtFNqiOmP9H'}","['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",rock,,19.0,Russian Federation,"May 25, 2008"
7,004a3a3d91d0890a3b25db93a6d10679701a552c,mika,32,0.0210387902695595,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/3JDG63cSaK3xgDnB2H55Xp'}, 'followers': {'href': None, 'total': 163136}, 'genres': ['alt z', 'chill r&b', 'pop'], 'href': 'https://api.spotify.com/v1/artists/3JDG63cSaK3xgDnB2H55Xp', 'id': '3JDG63cSaK3xgDnB2H55Xp', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/8777934babc01ecdd23cba2d1d74e6ca9e456a5d', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/cdedc6e5522d960cb548b3b587a22a23fafb4866', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/94ddfe7c119d701a4078ebd8a2d2f63efa20c02d', 'width': 160}], 'name': 'Audrey Mika', 'popularity': 68, 'type': 'artist', 'uri': 'spotify:artist:3JDG63cSaK3xgDnB2H55Xp'}","['alt z', 'chill r&b', 'pop']",pop,,19.0,Russian Federation,"May 25, 2008"
8,004a3a3d91d0890a3b25db93a6d10679701a552c,eminem,20,0.013149243918474688,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/7dGJo4pcD2V6oG8kP0tJRR'}, 'followers': {'href': None, 'total': 43884574}, 'genres': ['detroit hip hop', 'hip hop', 'rap'], 'href': 'https://api.spotify.com/v1/artists/7dGJo4pcD2V6oG8kP0tJRR', 'id': '7dGJo4pcD2V6oG8kP0tJRR', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/56f4762485066b4ef867b96e16775f2b5b4db277', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ad64a7fbc24b31cd84455a1aef34758b94246352', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/6432e1be8495593f136ad98de6135bb0640ff936', 'width': 160}], 'name': 'Eminem', 'popularity': 94, 'type': 'artist', 'uri': 'spotify:artist:7dGJo4pcD2V6oG8kP0tJRR'}","['detroit hip hop', 'hip hop', 'rap']",hip hop,,19.0,Russian Federation,"May 25, 2008"
9,004a3a3d91d0890a3b25db93a6d10679701a552c,depeche mode,104,0.06837606837606838,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/762310PdDnwsDxAQxzQkfX'}, 'followers': {'href': None, 'total': 3823108}, 'genres': ['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop'], 'href': 'https://api.spotify.com/v1/artists/762310PdDnwsDxAQxzQkfX', 'id': '762310PdDnwsDxAQxzQkfX', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ce06360d3762def7812fc5137e4e79c1467858bc', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/b46a67a3085884321512a7a759b78c54ddb2bb31', 'width': 160}], 'name': 'Depeche Mode', 'popularity': 77, 'type': 'artist', 'uri': 'spotify:artist:762310PdDnwsDxAQxzQkfX'}","['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",new wave,,19.0,Russian Federation,"May 25, 2008"
